RowNumber,id,sobrenome,pontuacao_credito,estado_residencia,genero,idade,nivel_estabilidade,saldo_conta,numero_produtos,possui_cartao_de_credito,membro_ativo
4270,c7af137546b902130cf06babd38bea6b1c069600,4a2a06264d45b068e6695fcc8d1d7242ba8688ae,748,SC,M,44,4,112610.77,1,0,1
4271,e2e14c22ccc3bc9d1687a88593ecce67bc5b79ad,e086fb72d50e44deef92e7f1f5e8ff1a1c896950,623,SC,F,57,7,71481.79,2,1,1
4272,49a5a3d92a7087af583ae454471bc451700941b2,05f0594c257ebcc1217b1e3f588693e612f6eebb,465,SC,M,33,5,0.0,2,0,1
4273,9fb6364aa896b41c70df9d4c7c0a8cb523258099,87922a99e6ff74e57e4d8df1d78a796111bd46cd,640,RS,F,34,3,77826.8,1,1,1
4274,45acc575ab44548c2d8ac74b9e9934b40fa01e5c,2b2a4f1344012e14f136d1fabdfbf85776506a5c,562,SC,M,75,5,87140.85,1,1,1
4275,c3704e46c62e4a51598d96434145e82c50b254dd,7347fd3b86c52be283f3ca0bb60ae91abe5f3069,502,PR,F,42,0,132002.7,1,0,1
4276,cd294de4c2650cd43838dd722894c5e33f4cc32d,2a988ad24bfd243ae210f81ad1385f3b831a16bf,536,SC,M,32,7,178011.5,2,1,0
4277,ae02907035846ddd2cfe349c22d9f0f02445fb43,d4a6dbfe7c5d775dae00a3d0857ad64c0400e082,670,PR,F,32,4,102954.68,2,0,1
4278,546d0d93a09fa1e23bea802516807bb82c051f1b,06072833619a160676db93bf45a8c3a113307fff,775,PR,M,51,2,123783.25,1,1,1
4279,5ca24c75ee7c656d5b5fc42f359f6318f4269fc8,95330bf83ae7c9bce92bc4fc5a560816b49a8a01,759,PR,M,30,4,101802.67,1,0,0
4280,e6d3abbc1b1cb3c325fd2dc59ae03742aab088bb,6dbe51eb77f3e4c9cf3c74ba903993b7bfd4fa23,604,SC,M,33,3,148659.48,1,0,0
4281,e93bca13b8191b09ca63a710489099b60379ca6e,a28b422972fd4e00e5ba7828c90c57326ea1e2db,766,PR,F,62,7,142724.48,1,0,1
4282,2701e57dbb3688ada205f430903087a0aa11c642,bc7b81598c9ff1c0984416a8b73382f31c214134,554,RS,F,41,4,112152.89,1,0,1
4283,b2a3356981322436a39edba71bff98104fe562b6,212d9f5936e9e21e34acdb99a636bb9ec4048f9b,487,SC,F,53,10,89550.85,1,0,1
4284,4070c6b6a40d9d6fe25b2ec603529539350e3de9,53b9db456ad7b72b21dbe93c4fbe9030824e326e,725,SC,M,35,7,75915.75,1,1,0
4285,ec61d9f3ea1ce1e4aa0c14873aa3fe550e085ec5,abff31ab5f4978fea297cef3b3f4393c557c7c27,732,PR,F,42,2,118889.66,2,0,0
4286,0ceef30fe0d18a673d071eb3d77d2ac6e89a32b0,36249063380ece4f4fe2ff412ed4712c39d92cb3,623,SC,M,40,5,118788.57,1,1,0
4287,bab7abafb7f32f92a0cc520c4c46664f3e0cdc94,db0659cf0284d0c91a6616a84afa4200af856c12,781,SC,F,42,3,156555.54,1,1,1
4288,bfbc28a689fcace1e36cb62dfdf09d0a77608888,8c9da9261f9d8a66d9bda9c46ccbc08032cdfa81,714,PR,M,53,1,99141.86,1,1,1
4289,fce270d60e7cff3bd5b5cc8d2a64238e57de7e53,edb3db1390cf8ba408c9db8e7f13977086a6c6ea,577,PR,F,31,4,61211.18,1,1,1
4290,15bd8927f92b022d70ed6435d775d8f152c83097,868c9f5323309397b8934005f3dddce4fa2193fc,731,RS,F,37,1,128932.4,1,1,1
4291,9e462d717c2b91eaabd1cb024a554fa67362df3c,4e168a993c2a9a160b1273e3ff68301bc9640862,650,RS,F,23,5,0.0,1,1,1
4292,6d078e5f52b23d6ec3ca531f26a88f35e5fa650a,3d64dcf320e3807807187884fb2238231d95f3b3,779,SC,M,32,10,80728.15,1,1,0
4293,35e60c779739f631d6340fea1e9fd51b4e244e55,d4ffa9fb4fe349b47978d547e58602ee4266e052,706,RS,F,46,2,127660.46,2,1,0
4294,2f3fed7fef106a0530f416c4646d6816532454de,e1ac82632b10ed0582b80128dbe7de8b01cf7fcf,733,RS,M,44,3,106070.89,1,0,1
4295,b98f9f6293f8ac8a4eebfa73204db6eb68535fb0,0c7f33540436e2526fa320593179999e58f333fa,579,PR,F,42,3,137560.38,2,1,1
4296,d4980d9ed6332237bab3b81e808e067c96363342,924a72fb0d23ffc3340740400ca87fea099d0599,476,PR,F,34,8,111905.43,1,0,1
4297,7957c3d3d43f4c36481ceec647570564f34f8aab,8f128594999ea087a37b2e30ff4f04678663498c,775,SC,M,40,9,126212.64,1,1,0
4298,2891c319c999d7a769dd465607437b77fd25e268,b360802fe41bfce1d71b0faa86cc3cb785b1b879,538,RS,M,68,9,0.0,2,1,0
4299,f1252ea48a730d67325143a758aafaf0e0d0c12b,50c854beeb0f6a4e3465b44ab16cd02c9c0bb6b4,602,SC,M,38,7,111835.94,2,1,0
4300,243fb9c768ee2acfdd40f0f044d1d279a2f4268c,e0f2aa7bce2f8e17ce8f4a9a47b1fa3e73f367a0,615,SC,M,30,8,0.0,2,0,0
4301,feb6861354ce4470962887dee1594dc41c3875b1,1cf3a947ae16b14d73b6ef8307c618138cee340a,700,PR,F,28,3,99705.69,2,0,0
4302,cc5cbc34d7a4c2ef39dfb4c36382629bead95898,2f00d0d684ba70047a92f49d2ad00d23283c85d5,615,SC,M,32,1,0.0,2,0,0
4303,a00819c66b2aafbf341a73aeab3c27d7a0994c01,9bb92c44893fce2b724a5c893074d3aa5afeee0e,544,PR,M,44,2,108895.93,1,0,0
4304,0e4b6178b46c3379759aa3817e86d12a4f3cd93e,1c2d6adf4791788c2f9f16d8216e99dbdd849d4d,573,RS,M,56,3,154669.77,1,0,1
4305,bdd87d83aaf73983d0180796ff3548d15850fa9b,2eea617131b50244c721d5f91f20f3c8c5328a51,555,RS,M,50,7,128061.0,2,1,1
4306,74371b07b3331a1d545d6bc523da786248f2486e,4bdba3d7565a762da2da4073cd27c331ba78f6d0,692,SC,F,31,2,0.0,2,1,0
4307,baca512d776236db32fe8131195bc081983e76d3,474bad0dcf4289f50309f2e9a830f05fedbc3283,476,SC,F,40,4,0.0,2,0,0
4308,481406f45a93972fc4e353c72438baed05c7a9da,bb93fb48ea2f4dca29a085400ee1667f774a94d3,770,RS,M,46,9,190678.02,1,1,1
4309,d89b45bf32f516c16e0052228b0e397fdc886b72,0c934140d689b738f558b6e5a3ae31770a45fa9f,641,SC,F,40,7,0.0,1,1,0
4310,28d0a194c95149ce067b7498c4c19c1c731db18f,89c74f1d5ac113fecf10be7b9a7ec785010c7693,705,SC,F,35,5,0.0,1,1,0
4311,b67f56346fc8200961573d33b3c3227f0d857e39,556bb760f309be0038ab8323d7d6ea39fa796ad9,784,SC,M,38,5,136712.91,1,0,1
4312,b4a65d3f96d2cb9f535bb3d27b715b96ff40c96d,2c7dd128ba6211de033d90cdbfc477d084424638,727,RS,F,52,1,154733.97,1,1,0
4313,9b4d8eec6c21df5e6371ffd39bbc7a520547e9c2,b3a860ce5bd3071614ca12d131c527d0e4c77467,576,SC,F,41,4,112609.91,1,0,0
4314,ba3c495b95c44d05c3de8e8e0acb669a298c9c47,364d37be779d91ec493d8996cada19b162c71c5a,646,RS,M,69,10,115462.44,1,1,0
4315,93bbe92b5eebc54de33983d4cd23b78e67af5aa1,d6762bec67ffeeadf39704bc0109c0a359bfcba0,638,SC,M,34,5,133501.36,1,0,1
4316,824ef6f5051728b756fd012d65ec957419aedfc0,61653deb814ff728fb6593bdbb360e07f964783f,632,PR,M,30,1,58668.02,1,1,1
4317,7bf17c839500e2ca9bfcb592c509fc5150cd2eda,8370e5930760f7d3600c4cccc3d72e757c76dba2,850,RS,M,44,7,89118.26,1,1,0
4318,4dbfd7b7894e07f23e2165b58c0462e6f8ab4f2b,188ddc25057baa71f9c9e5814d13f7e9dcefdce8,492,SC,F,28,9,0.0,2,1,0
4319,c23e8f7660a0ee8926814da56906156846f302df,d6762bec67ffeeadf39704bc0109c0a359bfcba0,673,PR,F,77,10,76510.52,2,0,1
4320,d98346e873bac23c0f4d1902596507eae3d8dc1b,a9b27fb3a21949db6c12129dd011db61893fd746,609,RS,M,34,7,140694.78,2,1,0
4321,f93c93d2e315512df2c959157c8bf1a4e591e304,bac77117ee5a619f9199b943725107c6ebd6c8dc,701,PR,M,36,7,95448.32,2,1,0
4322,cc48bdd8c9b46a57dbf1eb52b0e1f2beb643ffcb,dfb2e39d59e8c483d4e4c8e318ab48d233b4c9ff,651,SC,M,34,4,91562.99,1,1,1
4323,cc95ff55b0f266c984072fce60006bed7ee1eb16,d38dc7bfa7216e7bad8873b00ae4ce33040e6d49,508,SC,M,31,8,72541.48,1,1,0
4324,771c6f78f88229a5fd8ca262d67630132e42d9d8,e3eaaab22c913d3a24625f61861166eb6dbf908b,616,RS,F,43,3,120867.18,1,1,0
4325,1dcae5290d2552d9461df08e8ecf3a34a309cd1b,ae37d2d7bfe4c9b619d9d15fa73ecd5e89855200,489,SC,M,34,5,0.0,1,0,0
4326,a08bf4fb749131e3adc9a0335efffb03151d15d8,ba6dc89e3d5fda97e02828cb6598705f9c5c33fe,567,RS,F,45,1,157320.51,1,1,0
4327,b556b672614b087ef36f5ae9b200db7298ed238a,e1de5b571892aabba791f3417f9258c58b308156,714,RS,M,27,3,0.0,3,1,1
4328,96457e65d2b94bc2be8bbbf0140e0669a33e0ba1,571ff8c12402e8386a6c0d19e4c73362562beed0,678,PR,F,30,1,139676.95,2,0,1
4329,7d3e8586ce9cc07a40f13f821bcc269e127c4a4f,3a7d00ee8b7c1adbfad7fc772c497d9dbcebdd26,581,SC,F,55,6,0.0,1,1,1
4330,8fa60d60c2dffd056b82ef488d6319cec2a1a55b,09e0b8856769efad7764184aba7d31d1302afaef,748,RS,M,60,3,0.0,2,1,1
4331,979e6fc60b17e48c3dd6c3df0bca7a9d95bc08ff,cb370ff4586b3ac8a04a8a67bc25af8320891e0f,781,SC,F,19,3,0.0,2,1,1
4332,7cbbc6fb7fd304976c02c0055bb1bd342685ad61,4c630eaaf099f55c6e49f35d3227e31c78aad37b,691,RS,M,21,3,103000.94,1,1,1
4333,93d79bb0781622743f6fb545ce67688025c343f7,b44892b7f81948b449b1fceb43f8115ba5ff108b,507,PR,M,31,2,134237.07,1,1,1
4334,2e39c3307c254794b77f3a0208ad65cc31bbeb72,59355083dfe3bdbf05328a45e6fd9f21e1d28814,724,PR,M,34,6,118235.7,2,0,0
4335,1b37cfb63f55a188414884f9709749d5026ee513,983d3e9d2e8f9251175369cc4b4bdff01ffe9545,705,RS,F,57,3,0.0,2,1,1
4336,43390758a0e774fd37a2b336a1c1026c2a1b6981,5d09149fa300a5f6b714f9900fa0bd9650e31061,708,RS,F,64,5,0.0,3,0,1
4337,723365958dd9bf57b5d73199671aafe390b6e493,b666176ec3fa36d34fcc5bc9fd30790bee56a867,580,PR,M,38,9,115442.19,2,1,0
4338,26859d8b84f384e0c28ea515aed4e5bea84efee4,7e35de52da85e9f23fe249be8c17335f6770350d,850,SC,M,38,5,0.0,2,1,0
4339,4b29943a13f92e65e450e64b2ffb5aed27005add,924a72fb0d23ffc3340740400ca87fea099d0599,714,RS,M,25,2,0.0,1,1,1
4340,d8e5d1599f6f489f6f5d2f79f985fffc707be6b8,908901340c0f6ca141cf30471b935717c79ce7b4,559,SC,F,43,1,0.0,2,1,1
4341,45e0930cd27b9b6de931217cbb17c51d3af7aa54,fb974e509205777a7c2b7cce4ae07746f52cefff,577,RS,F,44,8,115557.0,1,0,1
4342,38e61faacec7e483575c202ffffcff03b9b21198,5caf0f7cc34356080a0c553c5c6ad5c2fe63079a,647,PR,F,35,3,166518.63,2,1,0
4343,31bc80468eff3faf00dad784d9ff9ace8b07062b,85dca81cc39b4b833d56235328fabd23248689d6,554,RS,M,30,6,135370.12,1,1,1
4344,1164075afea45774dd7bb4ae5498921dc4886a30,ae37d2d7bfe4c9b619d9d15fa73ecd5e89855200,549,PR,M,54,5,92877.33,1,1,0
4345,5d0ca221f80042d0882c532dc488be5c49c06f44,ba6dc89e3d5fda97e02828cb6598705f9c5c33fe,528,SC,F,26,10,102073.67,2,0,0
4346,ddb4853c807e7deffcee9be899604b924ab4a82a,e46803d3c49b5edf1509eeed50eb14a975c6168b,720,PR,M,46,3,97042.6,1,1,1
4347,020e747331c8af7b280a369afd41b76e2a3a0ca1,b29a989406a29a5eeb30d3c184b3934cd9619dbe,743,RS,M,41,7,0.0,1,1,0
4348,28b48f8202d4c87ced3a32dd12d50104f192a91d,3d4c2c5dff31bd33e9bbbc5ed3908d6e51fdd37f,615,PR,M,24,8,108528.07,2,0,0
4349,fe2c7469e2bdbd049ebfde51497687aa09261480,245772891a555550d251d8523e12f8a2d4dea724,635,PR,F,44,2,79064.85,2,0,1
4350,bfd3993fb638630372ea359786a4edf9b44ca147,d35f27ae70bf5180138e82e12b4c59c670617467,686,RS,M,45,3,74274.87,3,1,0
4351,cd56d5a9a7132c96017b72c32a880e0e06416b77,44dcdee3f51270bba63c76f5cae244dc1c667100,840,RS,F,36,6,0.0,2,1,0
4352,1cb4317da70db6be956529f337acfc806571195c,fb37e8cb76ce9adcd59d8396a32e0e6551125899,695,SC,M,43,1,100421.1,1,1,1
4353,dbe109d3cb76caa12232d6c746bb7671d5649125,175a1fa2b61f8285a86adc8c3b9945ca46da2872,564,SC,M,26,7,84006.88,2,0,0
4354,6bc0f22980da29da3ce2dc913169a28ec3d8511c,b6a02f79569b963b8d6d631047f51c9726ad0ed4,805,SC,F,31,4,0.0,2,1,0
4355,38abc45ca61f079eafac0f61488053a5bd57b885,fa715c1958cff173c081037e4a64fe6a1908d855,558,RS,M,45,4,0.0,1,1,0
4356,0e1fb1e4a8066a0ef2f666011a9ac3f4e17eb8c2,905a57530148977556933418c840269dc91c89b4,657,SC,F,39,4,80293.81,1,1,0
4357,b11c24428fb49dcfd70c3473432937e12fc090a9,f935390413603f39083725f7aa114c3ed6e2f57e,641,SC,F,42,7,125437.14,2,0,0
4358,844baabb45b3bddea3c5f4aa5393f13960777cfe,6798be02f4aa5b2c4d80d23bb7b58b65a0245c23,755,SC,M,36,8,0.0,2,1,0
4359,11788a5a10d42df14879f56181ad706f7ada20a9,f2be4ffe9c880f9db766a79861cabe190166916a,483,SC,M,48,1,0.0,2,1,1
4360,86b3e2f4dafd5ef7deae86e7bd8df0871902ad92,9463bbf92f327b08be57ede042d32ad254f61251,545,PR,F,44,2,127536.44,1,1,0
4361,871ebf9ab80c4b48980a916a233383a5eb1e8cbb,25bfc51c61045cc3fc21c75cffc9743b85854f25,678,SC,M,66,8,0.0,2,1,1
4362,e666da5552a964b173a3a7167aad1d012c208530,87922a99e6ff74e57e4d8df1d78a796111bd46cd,781,PR,F,48,9,82794.18,1,1,0
4363,805bbcd0ae0cb81f4f51ee2d95d0da947a20ab76,82be3e6c65288a91e72206cc2357e1c87b95eef1,571,RS,F,22,3,108117.1,1,0,1
4364,675f7ede14099bfd58db36fa8a5cf98f996928f1,f6e0d646d1189627b45ba0ec09aaca1445457381,634,RS,F,35,10,0.0,1,1,0
4365,71f0da949b565fa066d25539cc28c54430565472,56ba7496d3ec86ec37dbc164b0246c114bebf298,523,PR,M,27,8,61688.61,2,1,0
4366,4c028dbd8d6ceeb730375d77f153c54418ad3f7e,744943d2425bc781ac16d114c59c536877108250,501,SC,F,40,2,0.0,2,0,0
4367,6b6d3be830d61bc08bc2d8f6bcf332c5f8c33467,142d9038e7ba6d028673b1204231b3eaed1f8ec5,662,SC,M,74,6,0.0,2,1,0
4368,d1c2240423ec206fbcaf7cffc87b3a3c5dc26889,dc02f33f8a4d4b4ae3eecab42622ee1727584f3f,573,RS,M,50,0,159304.07,1,0,1
4369,b3c2b7a1da6ff25ba1a6b40b0d31a38f328a4bef,983d3e9d2e8f9251175369cc4b4bdff01ffe9545,648,PR,M,33,5,138664.24,1,1,0
4370,fa09f5ec4cac7be48c61d9ee1b56ffdcd0c43d22,1e10630e7d87fb136feba87a32d464c1ce4aaa72,662,SC,F,22,2,126362.57,2,1,1
4371,774bb35c88981cf66f3ac89cc47a929bae3a2aa5,f99618e4b4b80863f4d3458bce680fd6b290a744,725,SC,M,39,4,160652.45,2,1,0
4372,620760a9ba783034d7281f5b840294524912faf4,a28b422972fd4e00e5ba7828c90c57326ea1e2db,563,SC,F,35,2,183572.84,1,1,1
4373,b99b341360023deb05cba20ca8daf002ac0fb132,834d2ee9dc7c6987dda14189368f54fdaa4be408,628,SC,M,31,0,88421.81,1,0,0
4374,1f5122c01bf15b536f42c1e1f0b92eb2e05c932e,6a6058c8784a50cae544090ccd0413fd8cd7c977,546,RS,F,45,2,0.0,1,0,0
4375,7f00e536a7d84062bf158bbfdba7a833728908da,b3f24a93c297f338ee2dc12522c4d84f2c768a2d,688,PR,M,41,2,112871.19,2,0,1
4376,326a20d7f044230863ed009ec785391fab057959,531edb6e308ee9dfa30c7829bc5f9ea4278d9f20,850,PR,M,41,8,60880.68,1,1,0
4377,f19ee2e22561a88a4be81b5af3ba68b2cd97f4a7,dbfe7362b2b881e1e5fb877d5c3a4872cad26c3a,614,SC,F,34,5,0.0,2,1,0
4378,c7f8b9ab82e24be71f1459bc1e121a7c63f9c0ae,f88d6c855a7c4ef2a529e98624b38c3148085126,719,SC,F,37,9,101455.7,1,1,0
4379,03d9dcbadaa83b7c922d6a3ac5c08b909d521eae,f65eb13a9f840b071553884c3f4ff2d9679ecf3b,757,SC,F,71,0,88084.13,2,1,1
4380,76f7d5b00566873f619b1cde7b796a948121071c,db6a30e69875fe4b4929535a3d6996757b9f6a97,669,SC,M,29,7,0.0,2,1,1
4381,3617a3f1b88db257ebb5c170f38a1f4ad09ce17f,caafe37eca6276475cb43cd2ed1130ff1972b872,438,PR,M,59,7,127197.14,1,1,0
4382,75ccb2f58a29b09151ea8a040eb978d5f435ae64,f45925f06b1ac8dc8808288db87debbfdbfd7f15,492,SC,M,39,7,0.0,2,0,1
4383,891fd65bf58baf23afe808686830fe87371b29fb,1d854fcbe7cdbf28335bc593e3643568a389bd89,622,SC,F,39,9,83456.79,2,0,0
4384,e0c1ddfcb6702b9858d87bd14724b238c7d7ea65,5f1cabc2eaefe5e0e61eb9e271827127cda8f1ba,645,SC,M,42,4,98298.18,1,1,1
4385,7c2e5d4b50a3e283411df14ac5691b7ef23318e0,048e46bd3d06d0075d9450f30a9e7ace35a3da18,728,SC,M,37,0,0.0,2,1,1
4386,8fd9c2247f661108dd7a3e328a738b2878d5f82d,b22c564d179ad279437ffd07ad24c19055991749,651,SC,M,35,2,86911.8,1,1,0
4387,475847b77efc1719e38ba45177005c028bcc33e9,92650b615bf1b900a663ecacee4f0a630711343f,783,PR,F,42,2,139707.28,1,1,0
4388,25e042b2dd93d601bfe419c449a3664bd1a6f325,e3df50c92f96738538c933dd81ba635b0d52c48d,732,RS,F,67,1,0.0,2,1,1
4389,105381aa206ed3eb8283f3d46ea84739a9b4202c,48e1ad846796fa314f1b4a6702b83343eb5482c5,553,RS,F,39,1,142876.98,2,1,0
4390,8c6e49d53cb5d5ec74c6aa5fd15e875425876621,56301803f68e16d396a5b63bcc320823295a8bba,660,SC,M,30,7,146301.31,1,0,0
4391,7d10fb21fc7935d43b3c66e11952aee9fd286a50,2db92db8086c7a1653ce9051ec528636efef8c95,670,SC,F,40,3,47364.45,1,1,1
4392,5c11e86953ad5dd7db1752e373a203065a2afbd9,b0fa439ec7ed22743e86c997d7629d9aa9285d5f,718,SC,M,38,7,0.0,2,1,0
4393,540ee1d2ee80f7f5fe9f2fd9401763c670fe0cd2,5e7458cc7faf98be14206ddec56a1d72e732bd39,787,SC,M,51,0,58137.08,1,0,1
4394,1b687c187101feb0a8e525fdc7a8718074e42a98,712f497d5490a0e7635bc964b9eca52e362aba6f,775,PR,F,38,6,179886.41,2,0,0
4395,b81fe5818e59c4af7d1d4a7685ed1335a3e100f2,9d8ba33616f130088a375f056b885773e2835052,479,PR,M,24,6,107637.97,2,0,1
4396,3906c3534c0ca5d9a72d96899d789b0c76b3cdb0,933bf21afdd55a0d2283845fed0e7bbdd1f5db49,660,SC,F,20,6,167685.56,1,1,0
4397,fd9701e231b03279da76d3c681a8c1e6a5b0ea8c,7347fd3b86c52be283f3ca0bb60ae91abe5f3069,721,PR,M,68,4,136525.99,1,0,0
4398,86e2ce104266fe8c43a739753fb4e1162896f267,9b616394a7d221a125aba2abf2a86be0466505d9,659,PR,M,39,8,52106.33,2,1,1
4399,392d0414e1adea0da89de37e1ad44a89df199eab,f2b29d5d934de615812b697132e767dea0f1e9e2,743,SC,F,39,8,0.0,1,1,0
4400,627cec7d9c0544346a7dd8ee14e30e16634ba89a,6c131505fdd87d22e0d183e290bb82f494ce4b05,670,SC,F,45,9,104930.38,1,1,0
4401,8e557c8d9df44f4d76c28278fba96b56bd7f084d,edb3db1390cf8ba408c9db8e7f13977086a6c6ea,766,PR,F,34,6,106434.94,1,0,1
4402,e2d10e4c61a37fb8787c91ab9e610938ec04613a,bae2ab835e8c95473faf6a027ad6a3ecf762d1c3,845,RS,F,38,2,112803.92,1,1,0
4403,748661b98d2e660993605122394981f6b8ea66a5,d4198662a72fd519a4f968a74051bafac710dc07,710,PR,F,46,10,120530.34,1,1,0
4404,4964c7571f8ba87f1e977d113b855c5f8710c156,8fdef9d0cdce5dfd7d37ec4194453b6848b2cca0,602,PR,F,43,2,113641.49,4,1,0
4405,353d169a6299303bc5f50880d65ce78e4847572f,bcefc115949ea4fe0d48e0e1ebf05ae9827dbe25,604,RS,M,43,2,145081.72,1,1,1
4406,1a5498f56f62a4d960c59e2ccc594b249e7b9ba9,0ed33fba1d14c9fb143095906173b17122c963b4,564,RS,F,35,9,0.0,2,1,1
4407,aa34fd65600d949266236806c0de590dc7572b89,3a47350b7d7cb691a01ccff5ad5d3aca87290c28,637,PR,F,27,7,135842.89,1,1,1
4408,3fb9c9e08841a692dde469143fe41ae019f9ef2b,f6a67eecc27470dedfc8d52e4cb834a4c5379730,527,SC,F,31,1,112203.25,1,1,0
4409,8259e79724f180e11ae4deff0e305dd353231fc3,17b36a252f28a7cc909678dfa24861821995721f,687,SC,M,34,7,129895.19,1,0,1
4410,67698df02dba5796942efd826db86e1151a2259a,e049e5f68879914d8199677a74a4abce593d0bd8,756,PR,M,41,6,149049.92,1,0,1
4411,3f5e59f63b671dd8cf364239931636a6068b6380,9979358d24cc8b2a0805c026596446ed40b41f07,503,PR,M,42,9,153279.39,1,1,1
4412,13b06781458921025e4607a75d16303df71ec15b,187363bac855a9d626bda56c98451555a0835f60,657,RS,M,42,5,41473.33,1,1,0
4413,37cea7b32e9d7863029655538a172f135be71839,74354af3b05976f77c9e6c7b18ac18816afdba0a,666,SC,F,40,2,0.0,2,0,0
4414,8143cb291eebcbc6d35f9b889431ee807235fb65,d2db350506f8565f826ba8cb8ec29de30e727e80,615,PR,M,39,5,113193.51,2,1,1
4415,e54375e74d9d76767cfccfd47e2f50d36a6c3e51,4799fe5e691a77bc5cf38f898832a152c1094c67,712,PR,M,27,8,113174.21,2,1,0
4416,d78bc95932958caae215555a79c92f87307d91f1,a912c4121f53226d3d077b9c690eff9003a783a9,764,SC,F,24,0,0.0,2,1,0
4417,5170d9e5d36aa0fca76b7670361ef51b9f470c1d,d2e8774528c753146814b0b97e8495a18346017f,471,SC,M,42,3,164951.56,1,1,0
4418,75477c5f6132177b296196a89c8bd8573ee3c636,d9655b7514b1d25b9edcd2206dbf649d91231ede,608,RS,M,27,4,153325.1,1,1,1
4419,0e122dbca7f172f471ec4ad7313a980e9bd37244,3faa934a6b58d10951d8c10c5a3846376351f541,682,RS,F,47,10,134032.01,1,1,0
4420,b61348a06e3c331c069909e6de3c3609e2f2ee44,e4db45e571be59e2a624021407469d20f16e1bca,587,PR,F,32,3,125445.04,2,1,1
4421,6bbab01dce5fa61a6312f490237bff1ed8ed9916,4cf86baf0750430e4de57f4ec97cee5bc97da430,714,PR,F,35,6,126077.43,2,1,1
4422,a08f19752f3eb63e40e9706bea1aeb4225c21753,e68007f980f683c3992fa318b8c2e7db7bf74ceb,630,RS,F,31,1,0.0,2,1,1
4423,7e60bf5995c98aca61f1670b599139390bbb0e72,364d37be779d91ec493d8996cada19b162c71c5a,648,PR,F,28,8,90371.09,1,1,1
4424,1397fa7a59d0587d17946514a4e105c46ebfc758,15cf548b2ce50111ffc9cfb516ee12594363178a,785,SC,F,40,3,0.0,2,1,1
4425,ce1351b76af22755a91c44fdce254c84e168f76f,1bc2ab46e33564f473c03b73f388844f97911683,601,PR,F,47,1,142802.02,1,1,1
4426,ec059a052d9805a79857a71fac3c1fb6754c0fc6,463da371ad5f2286a923ff574a2f93b75811650f,717,SC,F,28,1,90537.16,1,0,1
4427,b62d5fe14ce0096de7ce39e00c4f9d16392004d9,a60ee781ca2aab723a6dbb2687322994447b6c6d,707,SC,F,44,6,0.0,2,1,1
4428,a80342f48db23b86f69a5f91327267114a620506,4c26b516a528bddd6a9dade46e78db926ddd3d62,771,SC,F,23,7,156123.73,1,1,0
4429,515991fadf01f62a238db811c63664947479efea,834d2ee9dc7c6987dda14189368f54fdaa4be408,602,SC,F,35,5,0.0,2,1,0
4430,c93a600bc28aed3b4effa3c2f5b22b3143f4d31e,531edb6e308ee9dfa30c7829bc5f9ea4278d9f20,626,SC,M,38,7,141074.59,1,1,0
4431,b73faddb818ab2c646d4aaf118e69adde34f0885,f866b6d94cca56229dbd82cd3853497f76a42202,588,RS,M,59,4,0.0,2,1,1
4432,7d37499152fa817aecb6a6e70345749084ec6a95,dae922c3aae8bb05a2e3e4e22027fa49caf57a27,616,PR,F,42,6,117899.95,2,0,0
4433,d7bff3cd84fa54861fb70b827889dfe91592141c,877ecf8fc84ea83fa9ecf0873af426ac45a8aabd,621,RS,M,33,4,0.0,2,1,1
4434,18d24c116188248fea732c0bf50c6721ff9ab2a0,caafe37eca6276475cb43cd2ed1130ff1972b872,674,SC,M,26,6,166257.96,1,1,1
4435,9e478e783c0fc34b5faf6bac6a21c9a31d5271d3,ddc89c837a6933639de75f28171057060bd322df,633,RS,F,46,3,0.0,2,1,0
4436,752c38391537bb1b13ff81a2769bb1bfca010f3d,ce11f243c6f37204521da4a9fa1d79f80799f621,698,PR,F,64,1,169362.43,1,1,0
4437,5cf6a4ed735a92c0a0d0694ed9eb16cd734bcd74,77920cb5c0efc03e7bba1653a9049a978f78231f,508,SC,M,26,7,205962.0,1,1,0
4438,f91edc511e5d3fd8d166baecbce161181688a73c,d1273ece13779b7fcb39743efaab88ba832c3a0d,736,SC,F,24,0,0.0,2,1,0
4439,e620618dc8685feac7b5c84ab3fb3b2ae67b4be1,924a72fb0d23ffc3340740400ca87fea099d0599,672,PR,M,68,0,126061.51,2,1,1
4440,4875841705fcb5c86b12107629d40840c93015a5,147f77c9642a5ab88dd7cdee6f745f818fa4e4a3,613,SC,F,21,7,105627.95,1,1,1
4441,cd45330b0b17838c6159103d9be60b9685b1b9d3,e375593637fd151b7a84dee1c0ecc203db006a93,712,SC,M,32,9,100606.02,1,1,0
4442,d89efc19a8ba75e8ba9e7de663ff6c58f94256b3,73b885e60d54d5f41b9ff44d24c34543d978af6b,624,SC,F,38,3,0.0,2,1,1
4443,db69fc374d1e01d31af42186dd1aba450ddf6835,9d95e0a7e0bf67077312f68a20903fb16d950cf3,676,SC,M,38,1,0.0,2,0,1
4444,71c306c7c462067a1ce4cea307fd2d45855b1638,da427397a1a46ba649f80d417aafa3a1474a1161,683,PR,F,32,0,138171.1,2,1,1
4445,0432e11bd829fbfdbad6fdae600bd3d41db61566,bf1c4f78d092823bb08cc425b7054b1342ff811f,489,SC,F,31,7,139395.08,1,0,1
